Cm C/A;Vol Sum;Desplazamiento;KC;MaestraC;KMT;MaestraF;TC (1.025);TC=1;Mu
8,1600;21156,8736;21685,7955;4,2550;-1,6529;9,9606;3,7855;29,8851;29,1562;273,0792
8,1800;21215,2250;21745,6056;4,2658;-1,6378;9,9608;3,8311;29,9066;29,1772;273,6982
8,2000;21273,6186;21805,4590;4,2766;-1,6226;9,9610;3,8764;29,9282;29,1982;274,3195
8,2200;21332,0544;21865,3557;4,2874;-1,6073;9,9614;3,9216;29,9497;29,2192;274,9428
8,2400;21390,5324;21925,2958;4,2982;-1,5921;9,9619;3,9665;29,9713;29,2403;275,5681
8,2600;21449,0528;21985,2791;4,3090;-1,5768;9,9625;4,0113;29,9928;29,2613;276,1953
8,2800;21507,6155;22045,3059;4,3198;-1,5614;9,9633;4,0559;30,0144;29,2823;276,8242
8,3000;21566,2205;22105,3760;4,3306;-1,5460;9,9641;4,1002;30,0359;29,3033;277,4549
8,3200;21624,8678;22165,4895;4,3414;-1,5305;9,9650;4,1443;30,0574;29,3243;278,0871
8,3400;21683,5575;22225,6464;4,3523;-1,5150;9,9660;4,1882;30,0790;29,3453;278,7207
8,3600;21742,2895;22285,8468;4,3631;-1,4995;9,9671;4,2319;30,1004;29,3663;279,3557
8,3800;21801,0639;22346,0905;4,3739;-1,4839;9,9683;4,2753;30,1219;29,3872;279,9920
8,4000;21859,8807;22406,3777;4,3848;-1,4683;9,9695;4,3185;30,1434;29,4082;280,6293
8,4200;21918,7398;22466,7082;4,3956;-1,4527;9,9709;4,3614;30,1648;29,4291;281,2677
8,4400;21977,6412;22527,0822;4,4065;-1,4370;9,9723;4,4040;30,1862;29,4500;281,9071
8,4600;22036,5849;22587,4996;4,4173;-1,4213;9,9738;4,4464;30,2076;29,4708;282,5472
8,4800;22095,5710;22647,9603;4,4282;-1,4055;9,9753;4,4885;30,2289;29,4916;283,1880
8,5000;22154,8760;22708,7479;4,4391;-1,3897;9,9770;4,5302;30,2502;29,5124;283,8295
8,5200;22213,9028;22769,2504;4,4500;-1,3739;9,9787;4,5717;30,2715;29,5332;284,4714
8,5400;22272,9750;22829,7994;4,4608;-1,3581;9,9805;4,6129;30,2927;29,5539;285,1138
8,5600;22332,0924;22890,3947;4,4717;-1,3422;9,9823;4,6538;30,3139;29,5745;285,7564
8,5800;22391,2548;22951,0361;4,4826;-1,3263;9,9842;4,6944;30,3350;29,5951;286,3991
8,6000;22450,4619;23011,7234;4,4935;-1,3103;9,9861;4,7346;30,3560;29,6156;287,0420
8,6200;22509,7136;23072,4564;4,5044;-1,2944;9,9881;4,7745;30,3770;29,6361;287,6848
8,6400;22569,0095;23133,2348;4,5153;-1,2784;9,9902;4,8140;30,3980;29,6566;288,3274
8,6600;22628,3496;23194,0583;4,5263;-1,2624;9,9923;4,8532;30,4189;29,6769;288,9698
8,6800;22687,7335;23254,9269;4,5372;-1,2463;9,9945;4,8921;30,4397;29,6972;289,6119
8,7000;22747,1611;23315,8402;4,5481;-1,2303;9,9967;4,9306;30,4604;29,7175;290,2535
8,7200;22806,6321;23376,7980;4,5590;-1,2142;9,9989;4,9687;30,4810;29,7376;290,8945
8,7400;22866,1464;23437,8001;4,5700;-1,1981;10,0012;5,0064;30,5016;29,7577;291,5348
8,7600;22925,7036;23498,8462;4,5809;-1,1819;10,0035;5,0438;30,5221;29,7777;292,1743
8,7800;22985,3037;23559,9363;4,5919;-1,1658;10,0059;5,0808;30,5425;29,7976;292,8129
8,8000;23044,9463;23621,0699;4,6028;-1,1496;10,0083;5,1174;30,5668;29,8213;293,4506
8,8200;23104,6312;23682,2470;4,6138;-1,1334;10,0108;5,1535;30,5885;29,8425;294,0871
8,8400;23164,3583;23743,4673;4,6247;-1,1172;10,0133;5,1893;30,6101;29,8635;294,7224
8,8600;23224,1273;23804,7305;4,6357;-1,1010;10,0158;5,2247;30,6316;29,8845;295,3564
8,8800;23283,9381;23866,0365;4,6467;-1,0848;10,0183;5,2596;30,6530;29,9054;295,9889
8,9000;23343,7903;23927,3850;4,6577;-1,0686;10,0209;5,2941;30,6743;29,9261;296,6199
8,9200;23403,6838;23988,7759;4,6686;-1,0523;10,0235;5,3282;30,6954;29,9467;297,2493
8,9400;23463,6183;24050,2087;4,6796;-1,0360;10,0261;5,3618;30,7164;29,9673;297,8769
8,9600;23523,5937;24111,6835;4,6906;-1,0198;10,0288;5,3951;30,7374;29,9877;298,5027
8,9800;23583,6096;24173,1999;4,7016;-1,0035;10,0314;5,4278;30,7582;30,0080;299,1265
9,0000;23643,6660;24234,7577;4,7126;-0,9872;10,0341;5,4601;30,7789;30,0282;299,7482
9,0200;23703,7626;24296,3566;4,7236;-0,9709;10,0369;5,4920;30,7995;30,0483;300,3678
9,0400;23763,8991;24357,9965;4,7346;-0,9546;10,0396;5,5233;30,8200;30,0683;300,9850
9,0600;23824,0753;24419,6772;4,7457;-0,9383;10,0424;5,5543;30,8403;30,0881;301,5999
9,0800;23884,2910;24481,3983;4,7567;-0,9220;10,0451;5,5847;30,8606;30,1079;302,2123
9,1000;23944,5460;24543,1597;4,7677;-0,9057;10,0479;5,6147;30,8807;30,1275;302,8221
9,1200;24004,8401;24604,9611;4,7787;-0,8894;10,0507;5,6442;30,9007;30,1470;303,4291
9,1400;24065,1730;24666,8023;4,7898;-0,8731;10,0536;5,6732;30,9206;30,1664;304,0334
9,1600;24125,5445;24728,6831;4,8008;-0,8567;10,0564;5,7017;30,9404;30,1857;304,6347
9,1800;24185,9543;24790,6032;4,8118;-0,8404;10,0592;5,7297;30,9600;30,2049;305,2330
9,2000;24246,4023;24852,5623;4,8229;-0,8241;10,0621;5,7572;30,9796;30,2240;305,8281
9,2200;24306,8882;24914,5604;4,8339;-0,8078;10,0650;5,7842;30,9990;30,2429;306,4200
9,2400;24367,4117;24976,5970;4,8450;-0,7915;10,0679;5,8107;31,0183;30,2618;307,0086
9,2600;24427,9727;25038,6720;4,8561;-0,7752;10,0708;5,8368;31,0375;30,2805;307,5936
9,2800;24488,5708;25100,7851;4,8671;-0,7590;10,0737;5,8623;31,0565;30,2991;308,1752
9,3000;24549,2059;25162,9360;4,8782;-0,7427;10,0766;5,8872;31,0755;30,3175;308,7530
9,3200;24609,8777;25225,1246;4,8893;-0,7264;10,0795;5,9117;31,0943;30,3359;309,3271
9,3400;24670,5859;25287,3506;4,9004;-0,7102;10,0824;5,9356;31,1130;30,3541;309,8973
9,3600;24731,3304;25349,6136;4,9114;-0,6939;10,0853;5,9591;31,1315;30,3722;310,4634
9,3800;24792,1108;25411,9135;4,9225;-0,6777;10,0883;5,9820;31,1500;30,3902;311,0255
9,4000;24852,9269;25474,2501;4,9336;-0,6615;10,0912;6,0043;31,1683;30,4081;311,5834
9,4200;24913,7785;25536,6229;4,9447;-0,6453;10,0942;6,0262;31,1864;30,4258;312,1369
9,4400;24974,6653;25599,0319;4,9558;-0,6291;10,0971;6,0475;31,2045;30,4434;312,6861
9,4600;25035,5870;25661,4767;4,9669;-0,6129;10,1001;6,0683;31,2224;30,4609;313,2307
9,4800;25096,5434;25723,9570;4,9780;-0,5968;10,1030;6,0885;31,2402;30,4782;313,7707
9,5000;25157,5343;25786,4726;4,9891;-0,5806;10,1060;6,1082;31,2578;30,4954;314,3059
9,5200;25218,5593;25849,0233;5,0002;-0,5645;10,1090;6,1274;31,2753;30,5125;314,8363
9,5400;25279,6182;25911,6087;5,0113;-0,5484;10,1119;6,1460;31,2927;30,5295;315,3617
9,5600;25340,7108;25974,2286;5,0224;-0,5324;10,1149;6,1641;31,3099;30,5463;315,8821
9,5800;25401,8368;26036,8827;5,0336;-0,5163;10,1179;6,1817;31,3270;30,5630;316,3973
9,6000;25462,9958;26099,5707;5,0447;-0,5003;10,1209;6,1987;31,3440;30,5795;316,9072
9,6200;25524,1877;26162,2924;5,0558;-0,4843;10,1238;6,2152;31,3608;30,5959;317,4117
9,6400;25585,4121;26225,0474;5,0669;-0,4683;10,1268;6,2312;31,3775;30,6122;317,9108
9,6600;25646,6688;26287,8355;5,0781;-0,4524;10,1298;6,2466;31,3941;30,6284;318,4042
9,6800;25707,9575;26350,6564;5,0892;-0,4365;10,1328;6,2614;31,4105;30,6444;318,8920
9,7000;25769,2779;26413,5099;5,1003;-0,4206;10,1358;6,2758;31,4267;30,6602;319,3739
9,7200;25830,6298;26476,3955;5,1115;-0,4047;10,1388;6,2895;31,4428;30,6759;319,8499
9,7400;25892,0128;26539,3132;5,1226;-0,3889;10,1417;6,3028;31,4588;30,6915;320,3199
9,7600;25953,4267;26602,2624;5,1338;-0,3731;10,1447;6,3155;31,4746;30,7069;320,7838
9,7800;26014,8712;26665,2430;5,1449;-0,3573;10,1477;6,3277;31,4903;30,7222;321,2414
9,8000;26076,3460;26728,2546;5,1561;-0,3416;10,1507;6,3393;31,5058;30,7374;321,6927
9,8200;26137,8508;26791,2970;5,1672;-0,3259;10,1537;6,3504;31,5212;30,7524;322,1375
9,8400;26199,3853;26854,3699;5,1784;-0,3103;10,1567;6,3610;31,5364;30,7672;322,5758
9,8600;26260,9492;26917,4729;5,1895;-0,2946;10,1597;6,3711;31,5515;30,7820;323,0074
9,8800;26322,5422;26980,6058;5,2007;-0,2790;10,1627;6,3806;31,5664;30,7965;323,4322
9,9000;26384,1641;27043,7682;5,2118;-0,2635;10,1656;6,3896;31,5812;30,8109;323,8501
9,9200;26445,8145;27106,9599;5,2230;-0,2480;10,1686;6,3981;31,5958;30,8252;324,2611
9,9400;26507,4931;27170,1804;5,2342;-0,2325;10,1716;6,4060;31,6103;30,8393;324,6650
9,9600;26569,1997;27233,4297;5,2453;-0,2171;10,1746;6,4135;31,6246;30,8533;325,0616
9,9800;26630,9339;27296,7072;5,2565;-0,2017;10,1776;6,4204;31,6388;30,8671;325,4510
10,0000;26692,6954;27360,0127;5,2677;-0,1864;10,1806;6,4268;31,6528;30,8808;325,8330
10,0200;26754,4839;27423,3460;5,2788;-0,1711;10,1836;6,4327;31,6666;30,8943;326,2074
10,0400;26816,2991;27486,7066;5,2900;-0,1558;10,1866;6,4381;31,6803;30,9076;326,5742
10,0600;26878,1408;27550,0943;5,3012;-0,1406;10,1896;6,4430;31,6938;30,9208;326,9333
10,0800;26940,0085;27613,5087;5,3123;-0,1255;10,1926;6,4474;31,7072;30,9339;327,2845
10,1000;27001,9020;27676,9496;5,3235;-0,1104;10,1956;6,4513;31,7204;30,9468;327,6278
10,1200;27063,8210;27740,4166;5,3347;-0,0953;10,1986;6,4547;31,7335;30,9595;327,9630
10,1400;27125,7652;27803,9094;5,3458;-0,0803;10,2016;6,4576;31,7464;30,9721;328,2901
10,1600;27187,7343;27867,4276;5,3570;-0,0653;10,2047;6,4601;31,7591;30,9845;328,6089
10,1800;27249,7279;27930,9711;5,3682;-0,0504;10,2077;6,4620;31,7717;30,9968;328,9193
10,2000;27311,7457;27994,5393;5,3794;-0,0356;10,2107;6,4635;31,7841;31,0089;329,2212
10,2200;27373,7875;28058,1322;5,3905;-0,0208;10,2137;6,4645;31,7964;31,0209;329,5146
10,2400;27435,8528;28121,7492;5,4017;-0,0060;10,2168;6,4651;31,8085;31,0327;329,7992
10,2600;27497,9415;28185,3901;5,4129;0,0087;10,2198;6,4652;31,8205;31,0443;330,0751
10,2800;27560,0532;28249,0546;5,4241;0,0233;10,2228;6,4649;31,8322;31,0558;330,3420
10,3000;27622,1876;28312,7423;5,4352;0,0379;10,2259;6,4640;31,8439;31,0672;330,6000
10,3200;27684,3443;28376,4529;5,4464;0,0525;10,2289;6,4628;31,8553;31,0784;330,8488
10,3400;27746,5231;28440,1862;5,4576;0,0669;10,2320;6,4611;31,8666;31,0894;331,0884
10,3600;27808,7237;28503,9418;5,4688;0,0814;10,2350;6,4590;31,8778;31,1003;331,3186
10,3800;27870,9457;28567,7194;5,4799;0,0957;10,2381;6,4565;31,8888;31,1110;331,5394
10,4000;27933,1889;28631,5186;5,4911;0,1100;10,2412;6,4535;31,8996;31,1216;331,7506
10,4200;27995,4528;28695,3392;5,5023;0,1242;10,2443;6,4501;31,9103;31,1320;331,9522
10,4400;28057,7374;28759,1808;5,5134;0,1384;10,2473;6,4463;31,9208;31,1423;332,1440
10,4600;28120,0421;28823,0431;5,5246;0,1525;10,2504;6,4421;31,9312;31,1524;332,3260
10,4800;28182,3667;28886,9259;5,5358;0,1666;10,2535;6,4376;31,9414;31,1623;332,4980
10,5000;28244,7110;28950,8288;5,5469;0,1806;10,2567;6,4326;31,9514;31,1721;332,6599
10,5200;28307,0746;29014,7514;5,5581;0,1945;10,2598;6,4272;31,9613;31,1818;332,8116
10,5400;28369,4571;29078,6936;5,5693;0,2084;10,2629;6,4215;31,9711;31,1913;332,9530
10,5600;28431,8585;29142,6549;5,5804;0,2222;10,2660;6,4154;31,9807;31,2007;333,1945
10,5800;28494,2782;29206,6352;5,5916;0,2359;10,2692;6,4089;31,9901;31,2099;333,4936
10,6000;28556,7161;29270,6340;5,6027;0,2496;10,2723;6,4021;31,9994;31,2189;333,7927
10,6200;28619,1718;29334,6511;5,6139;0,2632;10,2755;6,3949;32,0086;31,2279;334,0918
10,6400;28681,6451;29398,6862;5,6250;0,2767;10,2787;6,3874;32,0176;31,2366;334,3909
10,6600;28744,1357;29462,7390;5,6362;0,2902;10,2819;6,3796;32,0264;31,2453;334,6899
10,6800;28806,6432;29526,8093;5,6473;0,3036;10,2851;6,3714;32,0351;31,2538;334,9889
10,7000;28869,1675;29590,8967;5,6585;0,3169;10,2883;6,3629;32,0437;31,2621;335,2879
10,7200;28931,7082;29655,0009;5,6696;0,3301;10,2915;6,3541;32,0521;31,2704;335,5869
10,7400;28994,2651;29719,1218;5,6807;0,3433;10,2948;6,3450;32,0604;31,2785;335,8860
10,7600;29056,8379;29783,2589;5,6919;0,3564;10,2980;6,3356;32,0686;31,2864;336,1850
10,7800;29119,4264;29847,4121;5,7030;0,3695;10,3013;6,3259;32,0766;31,2942;336,4841
10,8000;29182,0302;29911,5810;5,7141;0,3824;10,3046;6,3159;32,0845;31,3019;336,7832
10,8200;29244,6492;29975,7655;5,7252;0,3953;10,3079;6,3056;32,0922;31,3095;337,0823
10,8400;29307,2831;30039,9652;5,7364;0,4082;10,3112;6,2951;32,0999;31,3169;337,3815
10,8600;29369,9316;30104,1799;5,7475;0,4209;10,3145;6,2843;32,1074;31,3243;337,6807
10,8800;29432,5945;30168,4094;5,7586;0,4336;10,3178;6,2733;32,1147;31,3315;337,9800
10,9000;29495,2716;30232,6534;5,7697;0,4462;10,3212;6,2620;32,1220;31,3385;338,2794
10,9200;29557,9626;30296,9116;5,7808;0,4587;10,3245;6,2505;32,1291;31,3455;338,5788
10,9400;29620,6673;30361,1840;5,7919;0,4712;10,3279;6,2387;32,1362;31,3524;338,8783
10,9600;29683,3855;30425,4701;5,8030;0,4836;10,3313;6,2267;32,1431;31,3591;339,1779
10,9800;29746,1170;30489,7699;5,8141;0,4959;10,3347;6,2145;32,1499;31,3657;339,4776
11,0000;29808,8616;30554,0831;5,8252;0,5081;10,3382;6,2021;32,1566;31,3723;339,7774
11,0200;29871,6190;30618,4095;5,8362;0,5203;10,3416;6,1895;32,1632;31,3787;340,0773
11,0400;29934,3891;30682,7489;5,8473;0,5323;10,3451;6,1768;32,1697;31,3851;340,3773
11,0600;29997,1718;30747,1011;5,8584;0,5443;10,3486;6,1638;32,1761;31,3913;340,6774
11,0800;30059,9667;30811,4659;5,8694;0,5563;10,3521;6,1506;32,1824;31,3975;340,9777
11,1000;30122,7738;30875,8432;5,8805;0,5681;10,3556;6,1373;32,1886;31,4035;341,2781
11,1200;30185,5929;30940,2327;5,8915;0,5799;10,3592;6,1238;32,1948;31,4095;341,5786
11,1400;30248,4238;31004,6344;5,9026;0,5916;10,3627;6,1102;32,2008;31,4155;341,8793
11,1600;30311,2664;31069,0481;5,9136;0,6032;10,3663;6,0964;32,2068;31,4213;342,1802
11,1800;30374,1206;31133,4736;5,9247;0,6147;10,3699;6,0825;32,2127;31,4271;342,4812
11,2000;30436,9861;31197,9108;5,9357;0,6261;10,3735;6,0685;32,2186;31,4328;342,7824
11,2200;30499,8630;31262,3596;5,9467;0,6375;10,3772;6,0543;32,2244;31,4384;343,0838
11,2400;30562,7510;31326,8198;5,9577;0,6488;10,3809;6,0400;32,2301;31,4440;343,3853
11,2600;30625,6501;31391,2914;5,9687;0,6600;10,3845;6,0256;32,2358;31,4496;343,6871
11,2800;30688,5602;31455,7743;5,9797;0,6712;10,3883;6,0111;32,2414;31,4551;343,9890
11,3000;30751,4813;31520,2683;5,9907;0,6822;10,3920;5,9965;32,2470;31,4605;344,2912
11,3200;30814,4131;31584,7734;6,0017;0,6932;10,3957;5,9818;32,2526;31,4659;344,5936
11,3400;30877,3557;31649,2896;6,0127;0,7041;10,3995;5,9671;32,2581;31,4713;344,8962
11,3600;30940,3090;31713,8168;6,0236;0,7149;10,4033;5,9522;32,2636;31,4767;345,1990
11,3800;31003,2730;31778,3549;6,0346;0,7256;10,4071;5,9373;32,2691;31,4820;345,5020
11,4000;31066,2477;31842,9039;6,0455;0,7363;10,4110;5,9223;32,2745;31,4873;345,8053
11,4200;31129,2330;31907,4638;6,0565;0,7469;10,4148;5,9073;32,2800;31,4926;346,1089
11,4400;31192,2289;31972,0346;6,0674;0,7574;10,4187;5,8922;32,2854;31,4980;346,4127
11,4600;31255,2355;32036,6163;6,0783;0,7678;10,4226;5,8771;32,2909;31,5033;346,7168
11,4800;31318,2527;32101,2090;6,0892;0,7781;10,4266;5,8619;32,2963;31,5086;347,0211
11,5000;31381,2806;32165,8126;6,1002;0,7884;10,4305;5,8467;32,3018;31,5140;347,3257
11,5200;31444,3192;32230,4272;6,1111;0,7986;10,4345;5,8314;32,3073;31,5193;347,6306
11,5400;31507,3686;32295,0529;6,1219;0,8087;10,4385;5,8162;32,3128;31,5247;347,9358
11,5600;31570,4289;32359,6897;6,1328;0,8187;10,4426;5,8009;32,3184;31,5302;348,2413
11,5800;31633,5002;32424,3377;6,1437;0,8286;10,4466;5,7856;32,3240;31,5356;348,5471
11,6000;31696,5825;32488,9971;6,1545;0,8385;10,4507;5,7703;32,3297;31,5412;348,8532
11,6200;31759,6760;32553,6679;6,1654;0,8483;10,4548;5,7550;32,3354;31,5467;349,1597
11,6400;31822,7808;32618,3504;6,1762;0,8580;10,4589;5,7397;32,3412;31,5524;349,4664
11,6600;31885,8971;32683,0445;6,1871;0,8676;10,4631;5,7244;32,3471;31,5581;349,7735
11,6800;31949,0250;32747,7506;6,1979;0,8772;10,4673;5,7091;32,3530;31,5639;350,0810
11,7000;32012,1647;32812,4688;6,2087;0,8866;10,4715;5,6938;32,3591;31,5698;350,3888
11,7200;32075,3164;32877,1993;6,2195;0,8960;10,4757;5,6785;32,3652;31,5758;350,6969
11,7400;32138,4803;32941,9423;6,2302;0,9054;10,4800;5,6633;32,3715;31,5819;351,0054
11,7600;32201,6566;33006,6980;6,2410;0,9146;10,4843;5,6480;32,3779;31,5882;351,3143
11,7800;32264,8456;33071,4667;6,2518;0,9238;10,4886;5,6328;32,3844;31,5945;351,6235
11,8000;32328,0476;33136,2488;6,2625;0,9329;10,4929;5,6176;32,3910;31,6010;351,9332
11,8200;32391,2628;33201,0443;6,2733;0,9419;10,4973;5,6024;32,3978;31,6076;352,2432
11,8400;32454,4915;33265,8538;6,2840;0,9508;10,5017;5,5873;32,4047;31,6144;352,5536
11,8600;32517,7341;33330,6774;6,2947;0,9597;10,5061;5,5722;32,4118;31,6213;352,8644
11,8800;32580,9909;33395,5157;6,3054;0,9684;10,5105;5,5571;32,4191;31,6284;353,1757
11,9000;32644,2622;33460,3688;6,3161;0,9772;10,5150;5,5420;32,4266;31,6357;353,4874
11,9200;32707,5485;33525,2372;6,3267;0,9858;10,5195;5,5270;32,4342;31,6431;353,7994
11,9400;32770,8502;33590,1214;6,3374;0,9944;10,5240;5,5120;32,4421;31,6508;354,1120
11,9600;32834,1675;33655,0217;6,3480;1,0029;10,5285;5,4970;32,4502;31,6587;354,4249
11,9800;32897,5011;33719,9387;6,3587;1,0113;10,5331;5,4820;32,4585;31,6668;354,7383
12,0000;32960,8514;33784,8727;6,3693;1,0196;10,5377;5,4671;32,4670;31,6751;355,0522
12,0200;33024,2188;33849,8242;6,3799;1,0279;10,5423;5,4522;32,4758;31,6837;355,3665
12,0400;33087,6038;33914,7939;6,3905;1,0361;10,5470;5,4373;32,4848;31,6925;355,6813
12,0600;33151,0071;33979,7822;6,4011;1,0443;10,5516;5,4224;32,4942;31,7016;355,9966
12,0800;33214,4291;34044,7898;6,4116;1,0524;10,5563;5,4076;32,5038;31,7110;356,3123
12,1000;33277,8704;34109,8171;6,4222;1,0604;10,5611;5,3927;32,5137;31,7207;356,6286
12,1200;33341,3316;34174,8649;6,4327;1,0683;10,5658;5,3779;32,5239;31,7306;356,9453
12,1400;33404,8134;34239,9337;6,4432;1,0762;10,5706;5,3631;32,5344;31,7409;357,2626
12,1600;33468,3163;34305,0242;6,4537;1,0840;10,5754;5,3482;32,5453;31,7515;357,5803
12,1800;33531,8411;34370,1372;6,4642;1,0917;10,5802;5,3334;32,5565;31,7624;357,8986
12,2000;33595,3885;34435,2733;6,4747;1,0994;10,5851;5,3185;32,5680;31,7737;358,2174
12,2200;33658,9592;34500,4332;6,4851;1,1070;10,5900;5,3037;32,5800;31,7853;358,5367
12,2400;33722,5540;34565,6178;6,4955;1,1146;10,5949;5,2888;32,5923;31,7974;358,8566
12,2600;33786,1736;34630,8279;6,5060;1,1221;10,5998;5,2738;32,6050;31,8098;359,1770
12,2800;33849,8188;34696,0642;6,5164;1,1295;10,6048;5,2589;32,6182;31,8226;359,4980
12,3000;33913,4904;34761,3277;6,5267;1,1369;10,6098;5,2438;32,6317;31,8358;359,8195
12,3200;33977,1894;34826,6192;6,5371;1,1442;10,6148;5,2288;32,6457;31,8495;360,1416
12,3400;34040,9167;34891,9396;6,5475;1,1515;10,6198;5,2136;32,6602;31,8636;360,4643
12,3600;34104,6730;34957,2899;6,5578;1,1587;10,6249;5,1984;32,6751;31,8782;360,7876
12,3800;34168,4595;35022,6710;6,5681;1,1658;10,6299;5,1831;32,6906;31,8932;361,1114
12,4000;34232,2770;35088,0840;6,5784;1,1729;10,6350;5,1677;32,7065;31,9088;361,4358
12,4200;34296,1266;35153,5298;6,5887;1,1799;10,6402;5,1521;32,7229;31,9248;361,7609
12,4400;34360,0094;35219,0096;6,5989;1,1869;10,6453;5,1365;32,7399;31,9414;362,0865
12,4600;34423,9263;35284,5244;6,6092;1,1939;10,6505;5,1207;32,7574;31,9585;362,4128
12,4800;34487,8785;35350,0754;6,6194;1,2008;10,6557;5,1048;32,7755;31,9761;362,7397
12,5000;34551,8671;35415,6638;6,6296;1,2076;10,6610;5,0887;32,7942;31,9943;363,0672
12,5200;34615,8933;35481,2907;6,6398;1,2144;10,6662;5,0724;32,8134;32,0131;363,3954
12,5400;34679,9584;35546,9573;6,6500;1,2212;10,6715;5,0559;32,8333;32,0325;363,7242
12,5600;34744,0634;35612,6650;6,6601;1,2279;10,6768;5,0392;32,8538;32,0525;364,0537
12,5800;34808,2097;35678,4150;6,6702;1,2345;10,6821;5,0223;32,8750;32,0732;364,3838
12,6000;34872,3987;35744,2086;6,6803;1,2412;10,6875;5,0051;32,8968;32,0945;364,7146
12,6200;34936,6315;35810,0473;6,6904;1,2477;10,6928;4,9877;32,9193;32,1164;365,0461
12,6400;35000,9097;35875,9325;6,7005;1,2543;10,6982;4,9700;32,9426;32,1391;365,3782
12,6600;35065,2346;35941,8655;6,7105;1,2608;10,7036;4,9520;32,9665;32,1624;365,7110
12,6800;35129,6076;36007,8478;6,7205;1,2673;10,7091;4,9336;32,9912;32,1865;366,0446
12,7000;35194,0303;36073,8811;6,7305;1,2737;10,7145;4,9149;33,0166;32,2113;366,3788
12,7200;35258,5042;36139,9668;6,7405;1,2801;10,7200;4,8959;33,0428;32,2369;366,7137
12,7400;35323,0307;36206,1065;6,7505;1,2865;10,7255;4,8764;33,0699;32,2633;367,0494
12,7600;35387,6116;36272,3019;6,7604;1,2928;10,7310;4,8566;33,0977;32,2904;367,3858
12,7800;35452,2484;36338,5546;6,7703;1,2992;10,7366;4,8362;33,1264;32,3184;367,7229
12,8000;35516,9428;36404,8664;6,7802;1,3055;10,7422;4,8155;33,1559;32,3472;368,0607
12,8200;35581,6966;36471,2390;6,7901;1,3117;10,7478;4,7942;33,1863;32,3769;368,3993
12,8400;35646,5114;36537,6742;6,7999;1,3180;10,7534;4,7724;33,2176;32,4074;368,7386
12,8600;35711,3891;36604,1739;6,8097;1,3242;10,7590;4,7501;33,2498;32,4389;369,0787
12,8800;35776,3315;36670,7398;6,8195;1,3304;10,7647;4,7272;33,2830;32,4712;369,4196
12,9000;35841,3406;36737,3741;6,8293;1,3366;10,7703;4,7036;33,3171;32,5045;369,7612
12,9200;35906,4181;36804,0785;6,8391;1,3428;10,7760;4,6795;33,3522;32,5388;370,1037
12,9400;35971,5661;36870,8552;6,8488;1,3489;10,7817;4,6546;33,3883;32,5740;370,4469
12,9600;36036,7865;36937,7062;6,8585;1,3551;10,7875;4,6291;33,4255;32,6102;370,7909
12,9800;36102,0815;37004,6336;6,8682;1,3612;10,7932;4,6028;33,4637;32,6475;371,1357
13,0000;36167,4531;37071,6395;6,8778;1,3674;10,7990;4,5758;33,5030;32,6858;371,4813
13,0200;36232,9035;37138,7261;6,8874;1,3735;10,8048;4,5480;33,5433;32,7252;371,8277
13,0400;36298,4349;37205,8957;6,8970;1,3796;10,8106;4,5193;33,5848;32,7657;372,1749
13,0600;36364,0494;37273,1506;6,9066;1,3858;10,8164;4,4897;33,6274;32,8073;372,5230
13,0800;36429,7493;37340,4931;6,9162;1,3919;10,8223;4,4592;33,6712;32,8500;372,8719
13,1000;36495,5371;37407,9255;6,9257;1,3980;10,8282;4,4278;33,7162;32,8939;373,2217
13,1200;36561,4150;37475,4504;6,9352;1,4042;10,8340;4,3953;33,7624;32,9390;373,5723
13,1400;36627,3855;37543,0701;6,9447;1,4103;10,8399;4,3618;33,8099;32,9852;373,9237
13,1600;36693,4510;37610,7873;6,9541;1,4165;10,8459;4,3273;33,8586;33,0328;374,2761
13,1800;36759,6142;37678,6045;6,9635;1,4226;10,8518;4,2916;33,9086;33,0816;374,6293
13,2000;36825,8774;37746,5244;6,9729;1,4288;10,8578;4,2547;33,9599;33,1316;374,9833
13,2200;36892,2435;37814,5495;6,9823;1,4350;10,8637;4,2166;34,0126;33,1830;375,3383
13,2400;36958,7149;37882,6828;6,9916;1,4412;10,8697;4,1772;34,0666;33,2357;375,6941
13,2600;37025,2946;37950,9269;7,0009;1,4475;10,8758;4,1366;34,1221;33,2898;376,0509
13,2800;37091,9851;38019,2848;7,0102;1,4537;10,8818;4,0945;34,1789;33,3453;376,4086
13,3000;37158,7895;38087,7592;7,0194;1,4600;10,8878;4,0511;34,2372;33,4022;376,7671
13,3200;37225,7105;38156,3533;7,0287;1,4664;10,8939;4,0061;34,2970;33,4605;377,1266
13,3400;37292,7511;38225,0699;7,0379;1,4727;10,9000;3,9597;34,3583;33,5203;377,4871
13,3600;37359,9143;38293,9122;7,0470;1,4791;10,9061;3,9117;34,4211;33,5816;377,8484
13,3800;37427,2031;38362,8832;7,0562;1,4855;10,9122;3,8620;34,4855;33,6444;378,2107
13,4000;37494,6207;38431,9862;7,0653;1,4920;10,9183;3,8107;34,5515;33,7088;378,5740
13,4200;37562,1701;38501,2244;7,0743;1,4985;10,9245;3,7576;34,6191;33,7747;378,9382
13,4400;37629,8547;38570,6011;7,0834;1,5051;10,9307;3,7027;34,6883;33,8423;379,3034
13,4600;37697,6777;38640,1196;7,0924;1,5117;10,9369;3,6460;34,7593;33,9115;379,6695
